Date,Open,High,Low,Close,Adj Close,Volume
2022-12-14,2008.000000,2032.000000,1985.000000,2000.849976,2000.849976,456721
2022-12-15,1988.050049,1999.000000,1957.550049,1962.349976,1962.349976,456609
2022-12-16,1944.500000,1978.050049,1899.750000,1913.150024,1913.150024,1423859
2022-12-19,1921.000000,1929.099976,1896.050049,1923.050049,1923.050049,323348
2022-12-20,1923.050049,1959.400024,1902.000000,1950.699951,1950.699951,357921
2022-12-21,1960.500000,1982.000000,1948.000000,1959.349976,1959.349976,297312
2022-12-22,1987.000000,1994.300049,1963.500000,1989.150024,1989.150024,399957
2022-12-23,1984.000000,1984.000000,1904.000000,1919.449951,1919.449951,302970
2022-12-26,1919.449951,1938.000000,1910.000000,1916.750000,1916.750000,337990
2022-12-27,1926.300049,1950.000000,1914.250000,1942.000000,1942.000000,240021
2022-12-28,1934.000000,1951.699951,1916.199951,1940.400024,1940.400024,337565
2022-12-29,1921.900024,1941.800049,1915.199951,1931.599976,1931.599976,556989
2022-12-30,1956.099976,2001.900024,1950.000000,1972.800049,1972.800049,652304
2023-01-02,1985.000000,1985.750000,1932.650024,1969.400024,1969.400024,315327
2023-01-03,1969.500000,2017.000000,1963.250000,2004.300049,2004.300049,390461
2023-01-04,2007.000000,2017.400024,1973.000000,2006.349976,2006.349976,468753
2023-01-05,2015.000000,2018.000000,1980.550049,2013.400024,2013.400024,378231
2023-01-06,2010.000000,2030.000000,1967.550049,1977.699951,1977.699951,596221
2023-01-09,1990.949951,2028.949951,1986.849976,1999.500000,1999.500000,335236
2023-01-10,1990.000000,1995.000000,1954.000000,1988.750000,1988.750000,259070
2023-01-11,1988.750000,2052.000000,1975.849976,2029.000000,2029.000000,678584
2023-01-12,2040.000000,2050.199951,1991.900024,2014.400024,2014.400024,334707
2023-01-13,2025.000000,2042.650024,1962.099976,2035.250000,2035.250000,624989
2023-01-16,2044.949951,2053.149902,2019.000000,2039.900024,2039.900024,259852
2023-01-17,2041.000000,2048.350098,2026.599976,2041.500000,2041.500000,151554
2023-01-18,2043.000000,2056.699951,2037.949951,2047.050049,2047.050049,239104
2023-01-19,2035.000000,2071.649902,2027.849976,2067.350098,2067.350098,224500
2023-01-20,2039.050049,2048.399902,1959.949951,2024.650024,2024.650024,1260169
2023-01-23,2026.000000,2064.300049,1999.000000,2058.800049,2058.800049,416099
2023-01-24,2065.500000,2143.699951,2055.250000,2117.199951,2117.199951,953857
2023-01-25,2118.000000,2123.850098,2057.600098,2070.000000,2070.000000,388559
2023-01-27,2089.000000,2108.949951,2042.250000,2072.399902,2072.399902,453614
2023-01-30,2070.000000,2125.000000,2053.600098,2116.850098,2116.850098,630496
2023-01-31,2119.949951,2122.600098,2068.000000,2072.800049,2072.800049,434683
2023-02-01,2085.000000,2100.000000,2044.349976,2072.149902,2072.149902,196539
2023-02-02,2098.000000,2110.000000,2070.050049,2095.800049,2095.800049,324450
2023-02-03,2112.000000,2114.949951,2076.699951,2087.300049,2087.300049,267860
2023-02-06,2087.750000,2104.399902,2055.550049,2094.600098,2094.600098,167480
2023-02-07,2094.600098,2119.649902,2086.800049,2091.149902,2091.149902,186256
2023-02-08,2105.750000,2149.899902,2105.149902,2126.800049,2126.800049,396080
2023-02-09,2126.000000,2144.399902,2104.000000,2140.149902,2140.149902,135724
